onset	duration	sample	trial_type	value
88	0.002	44001	Scanner	Scan Start
88.116	0.002	44059	Response	MISS
88.318	0.002	44160	Stimulus	S160
90	0.002	45001	Scanner	Scan Start
92	0.002	46001	Scanner	Scan Start
94	0.002	47001	Scanner	Scan Start
96	0.002	48001	Scanner	Scan Start
97.096	0.002	48549	Stimulus	S 20
98	0.002	49001	Scanner	Scan Start
98.356	0.002	49179	Response	FA
98.556	0.002	49279	Stimulus	S180
100	0.002	50001	Scanner	Scan Start
102	0.002	51001	Scanner	Scan Start
104	0.002	52001	Scanner	Scan Start
105.038	0.002	52520	Stimulus	S 10
105.994	0.002	52998	Response	MISS
106	0.002	53001	Scanner	Scan Start
106.196	0.002	53099	Stimulus	S170
108	0.002	54001	Scanner	Scan Start
110	0.002	55001	Scanner	Scan Start
112	0.002	56001	Scanner	Scan Start
113.038	0.002	56520	Stimulus	S 40
114	0.002	57001	Scanner	Scan Start
114.422	0.002	57212	Response	FA
114.624	0.002	57313	Stimulus	S150
116	0.002	58001	Scanner	Scan Start
118	0.002	59001	Scanner	Scan Start
120	0.002	60001	Scanner	Scan Start
121.038	0.002	60520	Stimulus	S 20
121.92	0.002	60961	Response	CR
122	0.002	61001	Scanner	Scan Start
122.122	0.002	61062	Stimulus	S120
124	0.002	62001	Scanner	Scan Start
126	0.002	63001	Scanner	Scan Start
128	0.002	64001	Scanner	Scan Start
129.038	0.002	64520	Stimulus	S 20
129.994	0.002	64998	Response	CR
130	0.002	65001	Scanner	Scan Start
130.196	0.002	65099	Stimulus	S140
132	0.002	66001	Scanner	Scan Start
134	0.002	67001	Scanner	Scan Start
136	0.002	68001	Scanner	Scan Start
138	0.002	69001	Scanner	Scan Start
139.056	0.002	69529	Stimulus	S 40
140	0.002	70001	Scanner	Scan Start
140.374	0.002	70188	Response	FA
142	0.002	71001	Scanner	Scan Start
142.074	0.002	71038	Stimulus	S171
144	0.002	72001	Scanner	Scan Start
146	0.002	73001	Scanner	Scan Start
147.056	0.002	73529	Stimulus	S 20
148	0.002	74001	Scanner	Scan Start
148.138	0.002	74070	Response	CR
148.34	0.002	74171	Stimulus	S120
150	0.002	75001	Scanner	Scan Start
152	0.002	76001	Scanner	Scan Start
154	0.002	77001	Scanner	Scan Start
156	0.002	78001	Scanner	Scan Start
157.056	0.002	78529	Stimulus	S 30
158	0.002	79001	Scanner	Scan Start
158.846	0.002	79424	Response	FA
159.048	0.002	79525	Stimulus	S160
160	0.002	80001	Scanner	Scan Start
162	0.002	81001	Scanner	Scan Start
164	0.002	82001	Scanner	Scan Start
166	0.002	83001	Scanner	Scan Start
167.018	0.002	83510	Stimulus	S 10
168	0.002	84001	Scanner	Scan Start
168.06	0.002	84031	Response	MISS
168.262	0.002	84132	Stimulus	S150
170	0.002	85001	Scanner	Scan Start
172	0.002	86001	Scanner	Scan Start
174	0.002	87001	Scanner	Scan Start
176	0.002	88001	Scanner	Scan Start
177.094	0.002	88548	Stimulus	S 40
178	0.002	89001	Scanner	Scan Start
178.654	0.002	89328	Response	FA
178.856	0.002	89429	Stimulus	S180
180	0.002	90001	Scanner	Scan Start
182	0.002	91001	Scanner	Scan Start
184	0.002	92001	Scanner	Scan Start
186	0.002	93001	Scanner	Scan Start
187.038	0.002	93520	Stimulus	S 20
188	0.002	94001	Scanner	Scan Start
188.016	0.002	94009	Response	CR
188.218	0.002	94110	Stimulus	S110
190	0.002	95001	Scanner	Scan Start
192	0.002	96001	Scanner	Scan Start
194	0.002	97001	Scanner	Scan Start
195.094	0.002	97548	Stimulus	S 40
196	0.002	98001	Scanner	Scan Start
196.672	0.002	98337	Response	FA
196.874	0.002	98438	Stimulus	S170
198	0.002	99001	Scanner	Scan Start
200	0.002	100001	Scanner	Scan Start
202	0.002	101001	Scanner	Scan Start
203.094	0.002	101548	Stimulus	S 10
204	0.002	102001	Scanner	Scan Start
204.162	0.002	102082	Response	MISS
204.362	0.002	102182	Stimulus	S150
206	0.002	103001	Scanner	Scan Start
208	0.002	104001	Scanner	Scan Start
210	0.002	105001	Scanner	Scan Start
211.056	0.002	105529	Stimulus	S 10
212	0.002	106001	Scanner	Scan Start
212.224	0.002	106113	Response	MISS
212.426	0.002	106214	Stimulus	S160
214	0.002	107001	Scanner	Scan Start
216	0.002	108001	Scanner	Scan Start
218	0.002	109001	Scanner	Scan Start
220	0.002	110001	Scanner	Scan Start
221.056	0.002	110529	Stimulus	S 30
222	0.002	111001	Scanner	Scan Start
222.478	0.002	111240	Response	FA
222.678	0.002	111340	Stimulus	S180
224	0.002	112001	Scanner	Scan Start
226	0.002	113001	Scanner	Scan Start
228	0.002	114001	Scanner	Scan Start
229.056	0.002	114529	Stimulus	S 30
230	0.002	115001	Scanner	Scan Start
230.446	0.002	115224	Response	CR
230.646	0.002	115324	Stimulus	S120
232	0.002	116001	Scanner	Scan Start
234	0.002	117001	Scanner	Scan Start
236	0.002	118001	Scanner	Scan Start
237.038	0.002	118520	Stimulus	S 40
238	0.002	119001	Scanner	Scan Start
238.452	0.002	119227	Response	CR
238.654	0.002	119328	Stimulus	S140
240	0.002	120001	Scanner	Scan Start
242	0.002	121001	Scanner	Scan Start
244	0.002	122001	Scanner	Scan Start
246	0.002	123001	Scanner	Scan Start
247.094	0.002	123548	Stimulus	S 30
248	0.002	124001	Scanner	Scan Start
248.808	0.002	124405	Response	FA
249.01	0.002	124506	Stimulus	S170
250	0.002	125001	Scanner	Scan Start
252	0.002	126001	Scanner	Scan Start
254	0.002	127001	Scanner	Scan Start
256	0.002	128001	Scanner	Scan Start
257.056	0.002	128529	Stimulus	S 30
258	0.002	129001	Scanner	Scan Start
258.52	0.002	129261	Response	CR
260	0.002	130001	Scanner	Scan Start
260.222	0.002	130112	Stimulus	S131
262	0.002	131001	Scanner	Scan Start
264	0.002	132001	Scanner	Scan Start
265.094	0.002	132548	Stimulus	S 10
266	0.002	133001	Scanner	Scan Start
266.372	0.002	133187	Response	MISS
266.574	0.002	133288	Stimulus	S180
268	0.002	134001	Scanner	Scan Start
270	0.002	135001	Scanner	Scan Start
272	0.002	136001	Scanner	Scan Start
273.038	0.002	136520	Stimulus	S 10
274	0.002	137001	Scanner	Scan Start
274.13	0.002	137066	Response	Hit
274.332	0.002	137167	Stimulus	S110
276	0.002	138001	Scanner	Scan Start
278	0.002	139001	Scanner	Scan Start
280	0.002	140001	Scanner	Scan Start
281.076	0.002	140539	Stimulus	S 30
282	0.002	141001	Scanner	Scan Start
282.428	0.002	141215	Response	FA
282.628	0.002	141315	Stimulus	S150
284	0.002	142001	Scanner	Scan Start
286	0.002	143001	Scanner	Scan Start
288	0.002	144001	Scanner	Scan Start
290	0.002	145001	Scanner	Scan Start
291.076	0.002	145539	Stimulus	S 20
292	0.002	146001	Scanner	Scan Start
292.264	0.002	146133	Response	FA
292.464	0.002	146233	Stimulus	S160
294	0.002	147001	Scanner	Scan Start
296	0.002	148001	Scanner	Scan Start
298	0.002	149001	Scanner	Scan Start
299.058	0.002	149530	Stimulus	S 20
300	0.002	150001	Scanner	Scan Start
300.3	0.002	150151	Response	CR
300.5	0.002	150251	Stimulus	S140
302	0.002	151001	Scanner	Scan Start
304	0.002	152001	Scanner	Scan Start
306	0.002	153001	Scanner	Scan Start
307.02	0.002	153511	Stimulus	S 10
308	0.002	154001	Scanner	Scan Start
308.244	0.002	154123	Response	MISS
308.444	0.002	154223	Stimulus	S170
310	0.002	155001	Scanner	Scan Start
312	0.002	156001	Scanner	Scan Start
314	0.002	157001	Scanner	Scan Start
316	0.002	158001	Scanner	Scan Start
317.02	0.002	158511	Stimulus	S 10
318	0.002	159001	Scanner	Scan Start
318.112	0.002	159057	Response	Hit
318.312	0.002	159157	Stimulus	S120
320	0.002	160001	Scanner	Scan Start
322	0.002	161001	Scanner	Scan Start
324	0.002	162001	Scanner	Scan Start
326	0.002	163001	Scanner	Scan Start
327.096	0.002	163549	Stimulus	S 20
328	0.002	164001	Scanner	Scan Start
329.116	0.002	164559	Stimulus	S190
330	0.002	165001	Scanner	Scan Start
332	0.002	166001	Scanner	Scan Start
334	0.002	167001	Scanner	Scan Start
335.076	0.002	167539	Stimulus	S 40
336	0.002	168001	Scanner	Scan Start
337.1	0.002	168551	Stimulus	S190
338	0.002	169001	Scanner	Scan Start
340	0.002	170001	Scanner	Scan Start
342	0.002	171001	Scanner	Scan Start
344	0.002	172001	Scanner	Scan Start
345.094	0.002	172548	Stimulus	S 10
345.98	0.002	172991	Response	MISS
346	0.002	173001	Scanner	Scan Start
346.18	0.002	173091	Stimulus	S180
348	0.002	174001	Scanner	Scan Start
350	0.002	175001	Scanner	Scan Start
352	0.002	176001	Scanner	Scan Start
353.076	0.002	176539	Stimulus	S 40
354	0.002	177001	Scanner	Scan Start
355.092	0.002	177547	Stimulus	S190
356	0.002	178001	Scanner	Scan Start
358	0.002	179001	Scanner	Scan Start
360	0.002	180001	Scanner	Scan Start
361.018	0.002	180510	Stimulus	S 40
362	0.002	181001	Scanner	Scan Start
363.036	0.002	181519	Stimulus	S190
364	0.002	182001	Scanner	Scan Start
366	0.002	183001	Scanner	Scan Start
368	0.002	184001	Scanner	Scan Start
369.076	0.002	184539	Stimulus	S 20
369.904	0.002	184953	Response	CR
370	0.002	185001	Scanner	Scan Start
370.104	0.002	185053	Stimulus	S110
372	0.002	186001	Scanner	Scan Start
374	0.002	187001	Scanner	Scan Start
376	0.002	188001	Scanner	Scan Start
377.018	0.002	188510	Stimulus	S 30
378	0.002	189001	Scanner	Scan Start
378.368	0.002	189185	Response	FA
378.57	0.002	189286	Stimulus	S160
380	0.002	190001	Scanner	Scan Start
382	0.002	191001	Scanner	Scan Start
384	0.002	192001	Scanner	Scan Start
386	0.002	193001	Scanner	Scan Start
387.038	0.002	193520	Stimulus	S 40
388	0.002	194001	Scanner	Scan Start
389.074	0.002	194538	Stimulus	S190
390	0.002	195001	Scanner	Scan Start
392	0.002	196001	Scanner	Scan Start
394	0.002	197001	Scanner	Scan Start
396	0.002	198001	Scanner	Scan Start
397.018	0.002	198510	Stimulus	S 40
398	0.002	199001	Scanner	Scan Start
399.048	0.002	199525	Stimulus	S190
400	0.002	200001	Scanner	Scan Start
402	0.002	201001	Scanner	Scan Start
404	0.002	202001	Scanner	Scan Start
406	0.002	203001	Scanner	Scan Start
407.076	0.002	203539	Stimulus	S 10
408	0.002	204001	Scanner	Scan Start
409.106	0.002	204554	Stimulus	S190
410	0.002	205001	Scanner	Scan Start
412	0.002	206001	Scanner	Scan Start
414	0.002	207001	Scanner	Scan Start
416	0.002	208001	Scanner	Scan Start
417.02	0.002	208511	Stimulus	S 30
418	0.002	209001	Scanner	Scan Start
419.052	0.002	209527	Stimulus	S190
420	0.002	210001	Scanner	Scan Start
422	0.002	211001	Scanner	Scan Start
424	0.002	212001	Scanner	Scan Start
425.058	0.002	212530	Stimulus	S 20
425.88	0.002	212941	Response	FA
426	0.002	213001	Scanner	Scan Start
426.08	0.002	213041	Stimulus	S150
428	0.002	214001	Scanner	Scan Start
430	0.002	215001	Scanner	Scan Start
432	0.002	216001	Scanner	Scan Start
433.096	0.002	216549	Stimulus	S 30
434	0.002	217001	Scanner	Scan Start
434.136	0.002	217069	Response	CR
434.336	0.002	217169	Stimulus	S130
436	0.002	218001	Scanner	Scan Start
438	0.002	219001	Scanner	Scan Start
440	0.002	220001	Scanner	Scan Start
442	0.002	221001	Scanner	Scan Start
443.02	0.002	221511	Stimulus	S 20
443.75	0.002	221876	Response	FA
444	0.002	222001	Scanner	Scan Start
445.45	0.002	222726	Stimulus	S171
446	0.002	223001	Scanner	Scan Start
448	0.002	224001	Scanner	Scan Start
450	0.002	225001	Scanner	Scan Start
452	0.002	226001	Scanner	Scan Start
453.02	0.002	226511	Stimulus	S 40
454	0.002	227001	Scanner	Scan Start
454.264	0.002	227133	Response	CR
454.466	0.002	227234	Stimulus	S110
456	0.002	228001	Scanner	Scan Start
458	0.002	229001	Scanner	Scan Start
460	0.002	230001	Scanner	Scan Start
461.058	0.002	230530	Stimulus	S 40
462	0.002	231001	Scanner	Scan Start
463.08	0.002	231541	Stimulus	S190
464	0.002	232001	Scanner	Scan Start
466	0.002	233001	Scanner	Scan Start
468	0.002	234001	Scanner	Scan Start
470	0.002	235001	Scanner	Scan Start
471.076	0.002	235539	Stimulus	S 10
471.816	0.002	235909	Response	MISS
472	0.002	236001	Scanner	Scan Start
472.018	0.002	236010	Stimulus	S160
474	0.002	237001	Scanner	Scan Start
476	0.002	238001	Scanner	Scan Start
478	0.002	239001	Scanner	Scan Start
480	0.002	240001	Scanner	Scan Start
481.038	0.002	240520	Stimulus	S 20
482	0.002	241001	Scanner	Scan Start
483.062	0.002	241532	Stimulus	S190
484	0.002	242001	Scanner	Scan Start
486	0.002	243001	Scanner	Scan Start
488	0.002	244001	Scanner	Scan Start
490	0.002	245001	Scanner	Scan Start
491.076	0.002	245539	Stimulus	S 40
492	0.002	246001	Scanner	Scan Start
492.216	0.002	246109	Response	CR
493.918	0.002	246960	Stimulus	S131
494	0.002	247001	Scanner	Scan Start
496	0.002	248001	Scanner	Scan Start
498	0.002	249001	Scanner	Scan Start
500	0.002	250001	Scanner	Scan Start
501.02	0.002	250511	Stimulus	S 20
502	0.002	251001	Scanner	Scan Start
502.036	0.002	251019	Response	FA
502.238	0.002	251120	Stimulus	S150
504	0.002	252001	Scanner	Scan Start
506	0.002	253001	Scanner	Scan Start
508	0.002	254001	Scanner	Scan Start
509.038	0.002	254520	Stimulus	S 30
510	0.002	255001	Scanner	Scan Start
510.284	0.002	255143	Response	CR
510.486	0.002	255244	Stimulus	S120
512	0.002	256001	Scanner	Scan Start
514	0.002	257001	Scanner	Scan Start
516	0.002	258001	Scanner	Scan Start
518	0.002	259001	Scanner	Scan Start
519.058	0.002	259530	Stimulus	S 30
520	0.002	260001	Scanner	Scan Start
521.076	0.002	260539	Stimulus	S190
522	0.002	261001	Scanner	Scan Start
524	0.002	262001	Scanner	Scan Start
526	0.002	263001	Scanner	Scan Start
528	0.002	264001	Scanner	Scan Start
529.076	0.002	264539	Stimulus	S 10
530	0.002	265001	Scanner	Scan Start
531.092	0.002	265547	Stimulus	S190
532	0.002	266001	Scanner	Scan Start
534	0.002	267001	Scanner	Scan Start
536	0.002	268001	Scanner	Scan Start
538	0.002	269001	Scanner	Scan Start
539.038	0.002	269520	Stimulus	S 30
539.758	0.002	269880	Response	FA
539.96	0.002	269981	Stimulus	S180
540	0.002	270001	Scanner	Scan Start
542	0.002	271001	Scanner	Scan Start
544	0.002	272001	Scanner	Scan Start
546	0.002	273001	Scanner	Scan Start
547.076	0.002	273539	Stimulus	S 30
548	0.002	274001	Scanner	Scan Start
548.14	0.002	274071	Response	CR
548.34	0.002	274171	Stimulus	S130
550	0.002	275001	Scanner	Scan Start
552	0.002	276001	Scanner	Scan Start
554	0.002	277001	Scanner	Scan Start
555.076	0.002	277539	Stimulus	S 20
555.97	0.002	277986	Response	CR
556	0.002	278001	Scanner	Scan Start
556.172	0.002	278087	Stimulus	S140
558	0.002	279001	Scanner	Scan Start
560	0.002	280001	Scanner	Scan Start
562	0.002	281001	Scanner	Scan Start
564	0.002	282001	Scanner	Scan Start
565.038	0.002	282520	Stimulus	S 10
565.828	0.002	282915	Response	MISS
566	0.002	283001	Scanner	Scan Start
566.03	0.002	283016	Stimulus	S170
568	0.002	284001	Scanner	Scan Start
570	0.002	285001	Scanner	Scan Start
572	0.002	286001	Scanner	Scan Start
573.056	0.002	286529	Stimulus	S 40
574	0.002	287001	Scanner	Scan Start
574.108	0.002	287055	Response	FA
574.308	0.002	287155	Stimulus	S180
576	0.002	288001	Scanner	Scan Start
578	0.002	289001	Scanner	Scan Start
580	0.002	290001	Scanner	Scan Start
581.076	0.002	290539	Stimulus	S 10
581.854	0.002	290928	Response	MISS
582	0.002	291001	Scanner	Scan Start
582.056	0.002	291029	Stimulus	S160
584	0.002	292001	Scanner	Scan Start
586	0.002	293001	Scanner	Scan Start
588	0.002	294001	Scanner	Scan Start
590	0.002	295001	Scanner	Scan Start
591.018	0.002	295510	Stimulus	S 40
592	0.002	296001	Scanner	Scan Start
592.046	0.002	296024	Response	CR
592.246	0.002	296124	Stimulus	S110
594	0.002	297001	Scanner	Scan Start
596	0.002	298001	Scanner	Scan Start
598	0.002	299001	Scanner	Scan Start
599.038	0.002	299520	Stimulus	S 40
600	0.002	300001	Scanner	Scan Start
601.066	0.002	300534	Stimulus	S190
602	0.002	301001	Scanner	Scan Start
604	0.002	302001	Scanner	Scan Start
606	0.002	303001	Scanner	Scan Start
607.038	0.002	303520	Stimulus	S 20
607.846	0.002	303924	Response	CR
608	0.002	304001	Scanner	Scan Start
609.548	0.002	304775	Stimulus	S121
610	0.002	305001	Scanner	Scan Start
612	0.002	306001	Scanner	Scan Start
614	0.002	307001	Scanner	Scan Start
616	0.002	308001	Scanner	Scan Start
617.094	0.002	308548	Stimulus	S 40
618	0.002	309001	Scanner	Scan Start
618.314	0.002	309158	Response	FA
618.516	0.002	309259	Stimulus	S150
620	0.002	310001	Scanner	Scan Start
622	0.002	311001	Scanner	Scan Start
624	0.002	312001	Scanner	Scan Start
626	0.002	313001	Scanner	Scan Start
627.056	0.002	313529	Stimulus	S 30
628	0.002	314001	Scanner	Scan Start
628.072	0.002	314037	Response	CR
628.274	0.002	314138	Stimulus	S140
630	0.002	315001	Scanner	Scan Start
632	0.002	316001	Scanner	Scan Start
634	0.002	317001	Scanner	Scan Start
636	0.002	318001	Scanner	Scan Start
637.094	0.002	318548	Stimulus	S 10
637.934	0.002	318968	Response	MISS
638	0.002	319001	Scanner	Scan Start
638.134	0.002	319068	Stimulus	S180
640	0.002	320001	Scanner	Scan Start
642	0.002	321001	Scanner	Scan Start
644	0.002	322001	Scanner	Scan Start
645.056	0.002	322529	Stimulus	S 40
646	0.002	323001	Scanner	Scan Start
646.138	0.002	323070	Response	CR
646.34	0.002	323171	Stimulus	S130
648	0.002	324001	Scanner	Scan Start
650	0.002	325001	Scanner	Scan Start
652	0.002	326001	Scanner	Scan Start
654	0.002	327001	Scanner	Scan Start
655.056	0.002	327529	Stimulus	S 10
655.768	0.002	327885	Response	Hit
655.97	0.002	327986	Stimulus	S110
656	0.002	328001	Scanner	Scan Start
658	0.002	329001	Scanner	Scan Start
660	0.002	330001	Scanner	Scan Start
662	0.002	331001	Scanner	Scan Start
664	0.002	332001	Scanner	Scan Start
665.056	0.002	332529	Stimulus	S 10
665.858	0.002	332930	Response	MISS
666	0.002	333001	Scanner	Scan Start
666.058	0.002	333030	Stimulus	S160
668	0.002	334001	Scanner	Scan Start
670	0.002	335001	Scanner	Scan Start
672	0.002	336001	Scanner	Scan Start
673.076	0.002	336539	Stimulus	S 20
673.786	0.002	336894	Response	FA
673.988	0.002	336995	Stimulus	S170
674	0.002	337001	Scanner	Scan Start
676	0.002	338001	Scanner	Scan Start
678	0.002	339001	Scanner	Scan Start
680	0.002	340001	Scanner	Scan Start
682	0.002	341001	Scanner	Scan Start
683.094	0.002	341548	Stimulus	S 20
683.874	0.002	341938	Response	CR
684	0.002	342001	Scanner	Scan Start
684.076	0.002	342039	Stimulus	S120
686	0.002	343001	Scanner	Scan Start
688	0.002	344001	Scanner	Scan Start
690	0.002	345001	Scanner	Scan Start
691.038	0.002	345520	Stimulus	S 10
692	0.002	346001	Scanner	Scan Start
693.064	0.002	346533	Stimulus	S190
694	0.002	347001	Scanner	Scan Start
696	0.002	348001	Scanner	Scan Start
698	0.002	349001	Scanner	Scan Start
700	0.002	350001	Scanner	Scan Start
701.038	0.002	350520	Stimulus	S 40
702	0.002	351001	Scanner	Scan Start
702.106	0.002	351054	Response	CR
703.806	0.002	351904	Stimulus	S111
704	0.002	352001	Scanner	Scan Start
706	0.002	353001	Scanner	Scan Start
708	0.002	354001	Scanner	Scan Start
710	0.002	355001	Scanner	Scan Start
711.02	0.002	355511	Stimulus	S 30
712	0.002	356001	Scanner	Scan Start
712.18	0.002	356091	Response	FA
712.38	0.002	356191	Stimulus	S150
714	0.002	357001	Scanner	Scan Start
716	0.002	358001	Scanner	Scan Start
718	0.002	359001	Scanner	Scan Start
719.02	0.002	359511	Stimulus	S 40
719.942	0.002	359972	Response	CR
720	0.002	360001	Scanner	Scan Start
720.142	0.002	360072	Stimulus	S120
722	0.002	361001	Scanner	Scan Start
724	0.002	362001	Scanner	Scan Start
726	0.002	363001	Scanner	Scan Start
727.02	0.002	363511	Stimulus	S 20
727.726	0.002	363864	Response	FA
727.928	0.002	363965	Stimulus	S170
728	0.002	364001	Scanner	Scan Start
730	0.002	365001	Scanner	Scan Start
732	0.002	366001	Scanner	Scan Start
734	0.002	367001	Scanner	Scan Start
736	0.002	368001	Scanner	Scan Start
737.096	0.002	368549	Stimulus	S 20
737.836	0.002	368919	Response	CR
738	0.002	369001	Scanner	Scan Start
738.036	0.002	369019	Stimulus	S140
740	0.002	370001	Scanner	Scan Start
742	0.002	371001	Scanner	Scan Start
744	0.002	372001	Scanner	Scan Start
746	0.002	373001	Scanner	Scan Start
747.038	0.002	373520	Stimulus	S 10
747.828	0.002	373915	Response	Hit
748	0.002	374001	Scanner	Scan Start
748.028	0.002	374015	Stimulus	S130
750	0.002	375001	Scanner	Scan Start
752	0.002	376001	Scanner	Scan Start
754	0.002	377001	Scanner	Scan Start
755.076	0.002	377539	Stimulus	S 30
756	0.002	378001	Scanner	Scan Start
756.148	0.002	378075	Response	CR
756.35	0.002	378176	Stimulus	S140
758	0.002	379001	Scanner	Scan Start
760	0.002	380001	Scanner	Scan Start
762	0.002	381001	Scanner	Scan Start
763.038	0.002	381520	Stimulus	S 30
764	0.002	382001	Scanner	Scan Start
764.468	0.002	382235	Response	CR
764.67	0.002	382336	Stimulus	S110
766	0.002	383001	Scanner	Scan Start
768	0.002	384001	Scanner	Scan Start
770	0.002	385001	Scanner	Scan Start
771.02	0.002	385511	Stimulus	S 40
771.94	0.002	385971	Response	FA
772	0.002	386001	Scanner	Scan Start
772.142	0.002	386072	Stimulus	S160
774	0.002	387001	Scanner	Scan Start
776	0.002	388001	Scanner	Scan Start
778	0.002	389001	Scanner	Scan Start
779.056	0.002	389529	Stimulus	S 20
780	0.002	390001	Scanner	Scan Start
781.07	0.002	390536	Stimulus	S190
782	0.002	391001	Scanner	Scan Start
784	0.002	392001	Scanner	Scan Start
786	0.002	393001	Scanner	Scan Start
788	0.002	394001	Scanner	Scan Start
789.018	0.002	394510	Stimulus	S 30
790	0.002	395001	Scanner	Scan Start
790.002	0.002	395002	Response	CR
790.202	0.002	395102	Stimulus	S130
792	0.002	396001	Scanner	Scan Start
794	0.002	397001	Scanner	Scan Start
796	0.002	398001	Scanner	Scan Start
797.076	0.002	398539	Stimulus	S 10
798	0.002	399001	Scanner	Scan Start
799.112	0.002	399557	Stimulus	S190
800	0.002	400001	Scanner	Scan Start
802	0.002	401001	Scanner	Scan Start
804	0.002	402001	Scanner	Scan Start
806	0.002	403001	Scanner	Scan Start
807.018	0.002	403510	Stimulus	S 30
807.998	0.002	404000	Response	CR
808	0.002	404001	Scanner	Scan Start
808.198	0.002	404100	Stimulus	S140
810	0.002	405001	Scanner	Scan Start
812	0.002	406001	Scanner	Scan Start
814	0.002	407001	Scanner	Scan Start
816	0.002	408001	Scanner	Scan Start
817.038	0.002	408520	Stimulus	S 30
818	0.002	409001	Scanner	Scan Start
818.05	0.002	409026	Response	CR
818.252	0.002	409127	Stimulus	S110
820	0.002	410001	Scanner	Scan Start
822	0.002	411001	Scanner	Scan Start
824	0.002	412001	Scanner	Scan Start
826	0.002	413001	Scanner	Scan Start
827.018	0.002	413510	Stimulus	S 40
828	0.002	414001	Scanner	Scan Start
828.834	0.002	414418	Response	FA
829.034	0.002	414518	Stimulus	S150
830	0.002	415001	Scanner	Scan Start
832	0.002	416001	Scanner	Scan Start
834	0.002	417001	Scanner	Scan Start
835.094	0.002	417548	Stimulus	S 30
836	0.002	418001	Scanner	Scan Start
836.144	0.002	418073	Response	CR
836.344	0.002	418173	Stimulus	S130
838	0.002	419001	Scanner	Scan Start
840	0.002	420001	Scanner	Scan Start
842	0.002	421001	Scanner	Scan Start
844	0.002	422001	Scanner	Scan Start
845.02	0.002	422511	Stimulus	S 30
846	0.002	423001	Scanner	Scan Start
846.018	0.002	423010	Response	CR
846.218	0.002	423110	Stimulus	S120
848	0.002	424001	Scanner	Scan Start
850	0.002	425001	Scanner	Scan Start
852	0.002	426001	Scanner	Scan Start
853.058	0.002	426530	Stimulus	S 10
853.91	0.002	426956	Response	MISS
854	0.002	427001	Scanner	Scan Start
854.112	0.002	427057	Stimulus	S180
856	0.002	428001	Scanner	Scan Start
858	0.002	429001	Scanner	Scan Start
860	0.002	430001	Scanner	Scan Start
861.076	0.002	430539	Stimulus	S 10
861.986	0.002	430994	Response	Hit
862	0.002	431001	Scanner	Scan Start
862.188	0.002	431095	Stimulus	S140
